row754,Vu_ACI,Vu_EC2,u_ratio
631,338.57570214766946,419.2534199748518,1.0
632,341.57465975382337,423.5432949447611,1.0
633,613.3670179077711,612.9507294800976,1.0
634,615.2117349087742,614.1790909408966,1.0
635,70.79812061091381,103.92642482583875,1.0
636,73.35791029048947,106.41662196897975,1.0
637,95.85649981570761,119.50571242967824,1.0
638,99.68307369897359,122.66534971583322,1.0
639,123.0177083289231,137.11277450013296,1.0
640,126.39958514567998,139.61430853167263,1.0
641,151.47527930138057,155.65448254825026,1.0
642,146.49116863929459,152.22106396090706,1.0
643,93.32518800848328,86.61854185410212,1.0
644,96.63393752688545,88.65394585609735,1.0
645,97.71195902750978,132.93970577939743,1.0
646,96.16822909324705,139.7776476641603,1.0
647,96.63393752688545,140.22854642475158,1.0
648,96.63393752688545,140.22854642475158,1.0
649,98.32266471683296,121.89206354462235,1.0
650,96.47895116005228,120.363475161841,1.0
651,91.54431823849038,106.97013381394879,1.0
652,92.84288406657777,107.9793456213421,1.0
653,93.4854030414642,117.52677632208348,1.0
654,93.80501218931482,117.79449199956545,1.0
655,101.02516501907459,123.7639038589538,1.0
656,97.25141305901421,120.66229119127519,1.0
657,187.32101915684316,266.6148300722636,1.0
658,193.98480274446905,272.9009828676136,1.0
659,662.5649366063162,642.744413106482,1.0
660,680.720762182038,654.43322848643,1.0
661,626.4443361809157,709.7645306885871,1.0
662,660.0504495975431,734.9267499805409,1.0
663,660.0504495975431,713.735394272804,1.0
664,660.0504495975431,713.735394272804,1.0
665,403.0301162106872,489.8074606383045,1.0
666,427.5426979603324,509.47169231308516,1.0
667,416.53116513989687,500.68594103593915,1.0
668,419.1791966746441,502.80572050870353,1.0
669,424.94678630059093,418.23409853917934,1.0
670,444.79329226596934,431.15678467951614,1.0
671,147.1682170875894,214.7100755469221,1.0
672,164.6309643731186,231.37552677636953,1.0
673,227.56705934951762,287.11067315835504,1.0
674,224.89285297905155,284.8569642619434,1.0
675,156.33338824955578,145.20591769817818,1.0
676,315.5018324035536,349.44051404934635,1.0
677,315.5018324035536,338.0869271382622,1.0
678,229.05648499180847,222.29893185377034,1.0
679,226.77444551975594,248.35576731578206,1.0
680,226.77444551975594,230.84380684799976,1.0
681,195.32659982578417,218.7741613861899,1.0
682,201.51863192021574,228.07761021346928,1.0
683,165.5839782544114,200.08662470337725,1.0
684,195.32659982578417,197.3343078882856,1.0
685,157.57996382901558,147.17177736662288,1.0
686,471.81463266249904,445.4137479839556,1.0
687,489.4615415467785,460.8197211369088,1.0
688,747.25522289978,655.4148019421438,1.0
689,282.2840910961645,286.06689625979294,1.0
690,334.209832592425,320.15194944309894,1.0
691,355.9014015863615,333.85903540332185,1.0
692,399.020535864715,388.42468916916425,1.0
693,693.5273291435925,711.9843332322638,1.0
694,200.45565082304103,204.81717138905034,1.0
695,206.08074889668273,257.8025177708727,1.0
696,323.0807190807835,355.8416522461994,1.0
697,448.37364886389435,435.131956828802,1.0
698,430.25183752111303,571.5863246555226,1.0
699,434.04007240814684,425.8083209582293,1.0
700,407.2585704097293,551.0362400426623,1.0
701,255.3773473110425,291.04956977269626,1.0
702,365.9433297604232,409.0362491309282,1.0
703,497.9146116084146,545.9092676724653,1.0
704,268.88756601480964,290.25901422620484,1.0
705,252.18500497953588,288.6189797223041,1.0
706,280.7791957347777,280.6317447079436,1.0
707,292.9240311070432,257.2657262428187,1.0
708,299.5410161629888,323.70512834236047,1.0
709,305.3323268446556,296.7622834221859,1.0
710,808.0275178731433,584.2406990471552,1.0
711,737.624831040049,549.7915473420111,1.0
712,761.4435785403348,809.9159349535673,1.0
713,222.64107972351334,177.7965516687366,1.0
714,222.64107972351334,164.06334055905344,1.0
715,895.9337921512896,893.6430891025041,1.0
716,996.1896965159411,1220.8859740315017,1.0
717,833.9915988883728,863.7156259293688,1.0
718,832.7756245475234,1073.9047910989955,1.0
719,753.124653737312,801.7930153739863,1.0
720,714.7252881051731,955.3684391383239,1.0
721,494.52889869803107,450.6598054600886,1.0
722,485.71001294582754,681.6610577495343,1.0
723,630.4031261242025,570.7377747820756,1.0
724,620.2052259137217,640.0941450881987,1.0
725,608.0253609405527,654.557382048006,1.0
726,628.9577595740302,762.5943639097761,1.0
727,528.5279851970294,652.6675604687086,1.0
728,479.9589183556197,579.3984666422493,1.0
729,328.9617057383732,238.4443495159502,1.0
730,279.63584757806,205.7316902647365,1.0
731,406.4928415185712,464.40049244181154,1.0
732,487.85681154109056,789.2919884311887,1.0
733,754.7149319194516,1014.4097581929932,1.0
734,1111.0201707678693,1239.4174130196384,1.0
735,1160.144168622937,1537.1906872846541,1.0
736,1897.4128492921086,2501.866764787298,1.0
737,392.5100244891842,430.5815087670562,1.0
738,376.9831424116999,478.5639712561189,1.0
739,497.7552181538632,504.4662168776736,1.0
740,475.1327154552715,558.3870479596491,1.0
741,407.4456393022265,441.4362454773097,1.0
742,402.7889647765937,500.1616877973472,1.0
743,467.7968926305518,484.01604845793105,1.0
744,462.3886543093375,548.3571268227184,1.0
745,1009.3814818986922,1035.0456753819092,1.0
746,274.1609075234834,276.20906151123285,1.0
747,419.95353988308204,360.6624557191945,1.0
748,413.29206976819574,384.24344788869,1.0
749,413.3153150285815,407.86886870996165,1.0
750,181.48334804441666,233.93978659972353,1.0
751,175.7640938398065,228.99869493836337,1.0
752,179.44541677385115,232.18517215232876,1.0
753,681.6984670542498,932.500775284222,1.0
754,707.6003826612944,966.4937317509076,1.0
