series,adj,meas,ec2,CatBoost,CatBoost_ec2
10,True,0.8935935754778069,0.81745,0.806926994549272,0.7407833644695606
10,True,0.8852789523209725,0.81745,0.8248179651304437,0.7469692215796195
11,True,0.845661752680846,0.8921,0.7977942631290605,0.7479568595642095
11,True,0.9974472926433283,0.8921,0.8081310618487111,0.755498755760333
12,True,0.8814100207297846,0.8162499999999999,0.699231380468757,0.6853443459345055
12,True,0.7975288237971587,0.75,0.5749234144281231,0.6882636373275878
12,True,0.6977626126403651,0.6837500000000001,0.5978268599416376,0.6345409958029138
12,True,0.8880827511554261,0.845,0.5372318238600015,0.6938462396241295
12,False,0.868442302204638,0.8534999999999999,0.5618150955856832,0.7091886624926607
13,True,0.8387094830398316,0.75,0.7944347090905091,0.6141919869139234
14,False,0.8223172746274542,0.8413,0.6052177430691213,0.7883892255990531
14,False,0.855987222111691,0.8721,0.6052177430691213,0.8188760419993895
14,False,0.748946941303595,0.692,0.7020577253734546,0.6737918003778444
14,False,0.9554894549755547,0.9443,0.8773704372093589,0.9226657107473049
14,False,0.9534793088570929,0.9489,0.8773704372093589,0.9271603229144527
14,False,0.9296925797886271,0.8885,0.9330527111516553,0.8431862684169763
14,False,0.6749897230223291,0.6826,0.6341768996969176,0.7280384671449623
14,False,0.7224039225889063,0.7442000000000001,0.6341768996969176,0.7561989796563389
14,False,0.5726516214733502,0.384,0.6520692204026507,0.47018733287661096
14,False,0.9955509418311445,0.8886000000000001,0.9178829427475417,0.8699447705446016
14,False,0.9768503103250722,0.8978,0.9178829427475417,0.8857099755243906
14,False,0.9401852926478121,0.777,0.8995961970686489,0.7795205765712372
15,True,0.5313287947886212,0.75,-0.1352737910685761,0.6528437398822241
15,False,0.6073763648780115,0.8986000000000001,-0.024782448133164214,0.7562485534187099
15,False,0.437099035659003,0.9441,-0.02481774471590244,0.865983896229492
15,False,0.8436675591091906,1.0,0.3720489337032735,0.9307018504788427
15,True,0.661582347095527,0.75,-0.13568433619894674,0.6528437398822243
15,False,0.7489365314772344,0.8986000000000001,-0.02459582623134119,0.7562485534187098
15,False,0.6613614107956287,0.9441,-0.023266391355995997,0.8694870430492804
15,False,1.0168936153857733,1.0,0.3752608425363839,0.9307018504788427
16,True,0.8446170921198669,0.8607999999999999,0.7791380232565915,0.7740881472446035
16,True,0.8668146503884573,0.8607999999999999,0.7791380232565915,0.7740881472446035
16,True,0.9223085460599334,0.8607999999999999,0.7791380232565915,0.7740881472446035
16,True,0.7447280799112098,0.8607999999999999,0.7791380232565915,0.7740881472446035
16,True,0.755826859045505,0.8607999999999999,0.7791380232565915,0.7740881472446035
17,True,0.7777777777777778,0.7293999999999999,0.7646507395339852,0.6396437711733218
17,True,0.6196581196581197,0.5,0.6990368953939071,0.5208261608034785
17,False,0.8461538461538461,0.875,0.8201682304334288,0.7263849989777454
17,False,0.7692307692307692,0.7358999999999999,0.7545543862933508,0.65283522462701
17,False,0.9102564102564102,0.9191,0.8296303846846698,0.8013156543216955
17,False,0.8418803418803418,0.8267,0.7640165405445916,0.7045227762009141
17,False,0.9316239316239314,0.9403,0.8950015908830735,0.8335363107812386
17,False,0.9059829059829059,0.8718999999999999,0.8310399386037852,0.7604099797301914
17,False,0.94017094017094,0.9526,0.9166775063091137,0.886111797356511
17,False,0.9188034188034186,0.8984,0.8527158540298255,0.8291732903768534
17,False,0.9529914529914528,0.9607,0.9166775063091137,0.9002803458385221
17,False,0.9358974358974358,0.9159,0.8527158540298255,0.8563614224993362
