row_in_workbook,series,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Num_Openings,Opening_Shape,Opening_Pos,col_shape,Vu_kN,Vu_ACI318_kN,Vu_EC2_kN,EC2_perimeter_ratio
1,0,opening_programme,False,100.0,200.0,25.6,5.059644256269407,0.39,10.0,0,1000.0,0.0,0,0,Square,201.73,200.3619125482685,159.42692977355463,1.0
2,0,opening_programme,True,100.0,200.0,24.8,4.979959839195493,0.39,10.0,300,100.0,1.0,Square,Parallel,Square,128.13,160.230207826115,125.73354309213728,0.7970499999999999
3,0,opening_programme,True,100.0,200.0,25.0,5.0,0.39,10.0,300,200.0,1.0,Square,Parallel,Square,136.7,173.25000000000003,135.4660218748962,0.8564499999999999
4,0,opening_programme,True,100.0,200.0,24.9,4.9899899799498595,0.39,10.0,300,400.0,1.0,Square,Parallel,Square,159.56,182.78333296556335,144.13093988436046,0.91245
11,1,opening_programme,False,110.0,150.0,41.6,6.44980619863884,1.62,8.181818181818182,0,1000.0,0.0,-,0,Square,249.9,243.4930836110135,319.4484977302216,1.0
12,1,opening_programme,False,110.0,150.0,41.6,6.44980619863884,1.65,8.181818181818182,0,1000.0,0.0,-,0,Square,216.4,243.4930836110135,321.4083534919488,1.0
13,1,opening_programme,False,110.0,150.0,41.6,6.44980619863884,1.58,8.181818181818182,0,1000.0,0.0,-,0,Square,259.2,243.4930836110135,316.7973506188359,1.0
14,1,opening_programme,False,110.0,150.0,39.8,6.308724118235001,1.58,8.181818181818182,0,1000.0,0.0,-,0,Square,232.3,238.16695291160775,312.1606248698078,1.0
15,1,opening_programme,True,110.0,150.0,44.5,6.670832032063167,1.28,8.181818181818182,150,0.0,1.0,Circular,Parallel,Square,187.6,215.49713557326572,252.45447616848665,0.83585
16,1,opening_programme,True,110.0,150.0,44.5,6.670832032063167,1.34,8.181818181818182,150,0.0,1.0,Circular,Parallel,Square,178.6,215.49713557326572,256.33899953278143,0.83585
17,1,opening_programme,True,110.0,150.0,44.5,6.670832032063167,1.26,8.181818181818182,150,0.0,1.0,Circular,Parallel,Square,233.7,215.49713557326572,251.13270076598116,0.83585
18,1,opening_programme,True,110.0,150.0,35.2,5.932958789676531,1.14,8.181818181818182,150,0.0,2.0,Circular,Parallel,Square,187.6,159.3401262461056,180.51886252173844,0.6717000000000001
19,1,opening_programme,True,110.0,150.0,35.2,5.932958789676531,1.08,8.181818181818182,150,0.0,2.0,Circular,Parallel,Square,213.9,159.3401262461056,177.29461967347282,0.6717000000000001
20,1,opening_programme,True,110.0,150.0,35.2,5.932958789676531,1.12,8.181818181818182,150,0.0,2.0,Circular,Parallel,Square,194.8,159.3401262461056,179.45696229111917,0.6717000000000001
21,1,opening_programme,True,110.0,150.0,41.4,6.434283176858165,1.17,8.181818181818182,150,0.0,2.0,Circular,Parallel,Square,208.4,172.80408141174198,192.2068306836973,0.6717000000000001
22,1,opening_programme,True,110.0,150.0,40.0,6.324555320336759,1.29,8.181818181818182,75,0.0,4.0,Circular,Parallel,Square,184.0,154.33744548984762,169.9115870345186,0.5813999999999999
23,2,opening_programme,False,100.0,150.0,24.02,4.901020301937138,1.13,8.5,0,1000.0,0.0,0,0,Square,235.0,161.7336699639256,200.86919157600352,1.0
24,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,200,0.0,1.0,Square,Parallel,Square,175.0,111.19189810019884,141.26125897582446,0.70325
25,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,300,0.0,1.0,Square,Parallel,Square,143.0,101.08354372745347,129.44010705157663,0.6444
26,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,400,0.0,1.0,Square,Parallel,Square,115.0,96.02127985758264,122.61055453799256,0.6104
27,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,300,100.0,1.0,Square,Parallel,Square,160.0,127.07414449065634,155.73388422887552,0.7753
28,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,300,200.0,1.0,Square,Parallel,Square,176.0,139.67319738084615,169.53359769014693,0.844
29,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,300,300.0,1.0,Square,Parallel,Square,195.0,145.560302967533,177.28714848498072,0.8826
30,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,250,0.0,1.0,Circular,Parallel,Square,180.0,129.35458923714768,157.94344533621157,0.7863
31,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,350,0.0,1.0,Circular,Parallel,Square,170.0,122.1089208227638,151.3147620142034,0.7533
32,2,opening_programme,True,100.0,150.0,24.02,4.901020301937138,1.13,8.5,450,0.0,1.0,Circular,Parallel,Square,150.0,116.52910920900838,146.50394487595815,0.7293499999999999
33,0,opening_programme,False,100.0,200.0,20.83,4.56398948289761,0.39,10.0,0,1000.0,0.0,0,0,Square,193.0,180.7339835227454,148.83718613163342,1.0
34,0,opening_programme,True,100.0,200.0,20.6,4.538722287164087,0.39,10.0,300,0.0,1.0,Square,Parallel,Square,99.03,119.82825949455096,101.51010470270668,0.68455
35,0,opening_programme,True,100.0,200.0,20.85,4.5661800227323495,0.39,10.0,300,0.0,1.0,Square,Diagonal,Square,125.86,146.91684223141334,122.52475143938888,0.82295
36,0,opening_programme,True,100.0,200.0,19.63,4.430575583375144,0.39,10.0,500,0.0,1.0,Square,Parallel,Square,76.98,105.27047586099344,89.9392360517537,0.61635
37,0,opening_programme,True,100.0,200.0,19.61,4.428317965096905,0.39,10.0,500,0.0,1.0,Square,Diagonal,Square,94.7,138.83361358550192,116.5012865402104,0.79865
38,0,opening_programme,True,100.0,200.0,20.02,4.474371464239419,0.39,10.0,300,300.0,1.0,Square,Parallel,Square,134.78,160.56514666739298,130.83548527113206,0.8907499999999999
39,0,opening_programme,True,100.0,200.0,21.24,4.608687448721165,0.39,10.0,300,300.0,1.0,Square,Diagonal,Square,172.15,160.14728015561178,134.24988038100517,0.89615
40,0,opening_programme,True,100.0,200.0,20.05,4.4777226354476225,0.39,10.0,500,300.0,1.0,Square,Parallel,Square,115.53,149.6030416660755,121.26051000040496,0.82515
41,0,opening_programme,True,100.0,200.0,20.23,4.497777228809804,0.39,10.0,500,300.0,1.0,Square,Diagonal,Square,138.83,150.7005448065206,127.04640947430154,0.86195
42,3,opening_programme,False,80.0,100.0,31.6,5.621387729022079,0.84,6.25,0,1000.0,0.0,0,0,Square,182.9,106.85133795325169,120.73132646417956,1.0
43,3,opening_programme,False,80.0,100.0,30.3,5.504543577809154,0.84,6.25,0,1000.0,0.0,0,0,Square,176.7,104.63036432699644,119.05249118965028,1.0
44,3,opening_programme,False,80.0,100.0,27.7,5.263078946776307,0.84,6.25,0,1000.0,0.0,0,0,Square,154.9,100.04060462032405,115.54492305184344,1.0
45,3,opening_programme,False,80.0,100.0,24.6,4.959838707054898,0.84,6.25,0,1000.0,0.0,0,0,Square,150.0,94.27661414369948,111.06297784905728,1.0
46,3,opening_programme,True,80.0,100.0,31.6,5.621387729022079,0.84,6.25,100,0.0,1.0,Square,Parallel,Square,140.2,80.13850346493875,90.54849484813468,0.75
47,3,opening_programme,True,80.0,100.0,30.3,5.504543577809154,0.84,6.25,100,0.0,1.0,Square,Parallel,Square,137.0,78.47277324524731,89.28936839223769,0.75
48,3,opening_programme,True,80.0,100.0,27.7,5.263078946776307,0.84,6.25,100,0.0,1.0,Square,Parallel,Square,119.3,75.03045346524304,86.65869228888258,0.75
49,3,opening_programme,True,80.0,100.0,24.6,4.959838707054898,0.84,6.25,100,0.0,1.0,Square,Parallel,Square,109.2,70.7074606077746,83.29723338679294,0.75
50,3,opening_programme,True,80.0,100.0,31.6,5.621387729022079,0.84,6.25,150,0.0,1.0,Square,Parallel,Square,120.4,71.23778701343288,82.73114145957905,0.68525
51,3,opening_programme,True,80.0,100.0,30.3,5.504543577809154,0.84,6.25,150,0.0,1.0,Square,Parallel,Square,118.2,69.75706389680852,81.58071958770786,0.68525
52,3,opening_programme,True,80.0,100.0,27.7,5.263078946776307,0.84,6.25,150,0.0,1.0,Square,Parallel,Square,100.9,66.69707110037005,79.17715852127571,0.68525
53,3,opening_programme,True,80.0,100.0,24.6,4.959838707054898,0.84,6.25,150,0.0,1.0,Square,Parallel,Square,91.6,62.854218649604455,76.1059055710665,0.68525
54,4,opening_programme,False,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,0,1000.0,0.0,0,0,Square,427.0,310.1643298640255,400.5559288172883,1.0
55,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,200,0.0,1.0,Square,Parallel,Square,315.0,232.6232473980191,300.41694661296617,0.75
56,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,300,0.0,1.0,Square,Parallel,Square,222.0,206.7865587203458,274.38081123984244,0.6849999999999999
57,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,400,0.0,1.0,Square,Parallel,Square,210.0,193.8527061650159,258.0781849369788,0.6443
58,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,200,0.0,1.0,Square,Diagonal,Square,339.0,258.45993607569244,339.83165000858736,0.8484
59,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,300,0.0,1.0,Square,Diagonal,Square,300.0,252.0085180145207,330.0380575490047,0.82395
60,4,opening_programme,True,130.0,200.0,30.0,5.477225575051661,1.45,6.538461538461538,400,0.0,1.0,Square,Diagonal,Square,261.0,248.1314638912204,324.1298575989497,0.8091999999999999
62,0,opening_programme,True,100.0,200.0,25.2,5.019960159204453,0.39,10.0,300,0.0,2.0,Square,Parallel,Square,110.41,82.83596897428363,68.91624855441724,0.43455
63,0,opening_programme,True,100.0,200.0,25.4,5.039841267341661,0.39,10.0,300,0.0,2.0,Square,Diagonal,Square,158.61,124.73607136670611,102.70499147977758,0.6459
64,0,opening_programme,True,100.0,200.0,25.1,5.0099900199501395,0.39,10.0,300,0.0,2.0,Square,Adjacent,Square,71.45,82.67144851600365,68.82496864818113,0.43455
65,0,opening_programme,True,100.0,200.0,25.0,5.0,0.39,10.0,500,0.0,2.0,Square,Parallel,Square,87.66,69.3,57.94614643454752,0.36635
66,0,opening_programme,True,100.0,200.0,24.9,4.9899899799498595,0.39,10.0,500,0.0,2.0,Square,Diagonal,Square,123.0,115.28194211038884,94.34972918289056,0.5972999999999999
67,0,opening_programme,True,100.0,200.0,25.5,5.049752469181039,0.39,10.0,500,0.0,2.0,Square,Adjacent,Square,56.33,69.98956922284921,58.32990693251131,0.36635
68,0,opening_programme,True,100.0,200.0,24.9,4.9899899799498595,0.39,10.0,700,0.0,2.0,Square,Parallel,Square,73.58,63.50979807041306,52.656089441012185,0.33335
69,0,opening_programme,True,100.0,200.0,25.1,5.0099900199501395,0.39,10.0,700,0.0,2.0,Square,Diagonal,Square,102.63,111.58760791414988,90.73714080898162,0.5729
70,0,opening_programme,True,100.0,200.0,25.2,5.019960159204453,0.39,10.0,700,0.0,2.0,Square,Adjacent,Square,43.15,63.89124172866513,52.8667160409964,0.33335
71,5,opening_programme,False,80.0,120.0,42.0,6.48074069840786,1.2,6.875,0,1000.0,0.0,0,0,Square,83.3,136.873243550374,158.01064127972882,1.0
72,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,100,40.0,1.0,Circular,parallel,Square,76.1,124.77364882052092,141.5301313942531,0.8956999999999999
73,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,150,15.0,1.0,Circular,parallel,Square,54.4,117.12243450605504,132.11269717398125,0.8361000000000001
74,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,100,40.0,2.0,Circular,parallel,Square,72.5,112.6740540906679,125.0496215087774,0.7914
75,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,100,40.0,2.0,Circular,diagonal,Square,81.3,105.41977218249804,127.8938130518125,0.8093999999999999
76,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,100,40.0,2.0,Circular,paralllel,Square,72.8,112.6740540906679,125.0496215087774,0.7914
77,5,opening_programme,True,80.0,120.0,42.0,6.48074069840786,1.2,6.875,100,40.0,2.0,Circular,parallel,Square,71.6,112.6740540906679,125.0496215087774,0.7914
78,6,opening_programme,False,180.0,300.0,27.0,5.196152422706632,1.16,5.555555555555555,0,1000.0,0.0,0,,Square,590.2,592.6107915048459,707.1354919533511,1.0
79,6,opening_programme,True,180.0,300.0,27.0,5.196152422706632,1.16,5.555555555555555,150,75.0,1.0,Circular,paralllel,Square,550.2,554.3873954527835,653.3578377902986,0.92395
80,6,opening_programme,True,180.0,300.0,27.0,5.196152422706632,1.16,5.555555555555555,150,75.0,2.0,Circular,paralllel,Square,517.3,516.1639994007209,599.5801836272465,0.8479
81,6,opening_programme,True,180.0,300.0,27.0,5.196152422706632,1.16,5.555555555555555,150,75.0,3.0,Circular,paralllel,Square,452.9,477.9406033486583,545.802529464194,0.77185
86,7,opening_programme,False,130.0,500.0,37.8,6.148170459575759,0.93,9.23076923076923,0,1000.0,0.0,0,0,Rectangular,475.0,664.6664120438161,557.0719025475511,1.0
87,7,opening_programme,True,130.0,500.0,32.3,5.683308895353129,0.87,9.23076923076923,400,0.0,1.0,Square,paralllel_short,Rectangular,240.0,491.5289264470688,407.0886619901543,0.7874
88,7,opening_programme,True,130.0,500.0,39.5,6.284902544988268,1.17,9.23076923076923,400,0.0,1.0,Square,paralllel_short,Rectangular,250.0,543.5585954668733,480.5177125060038,0.7874
89,7,opening_programme,True,130.0,500.0,39.1,6.252999280345393,0.52,9.23076923076923,400,0.0,1.0,Square,paralllel_short,Rectangular,237.0,540.7993969596638,365.4616260323824,0.7874
90,7,opening_programme,True,130.0,500.0,37.2,6.099180272790763,1.48,9.23076923076923,200,0.0,1.0,Square,paralllel_short,Rectangular,455.0,593.4331628377776,574.2761449504247,0.8877
91,7,opening_programme,True,130.0,500.0,34.2,5.848076606885378,1.48,9.23076923076923,200,0.0,2.0,Square,paralllel_short,Rectangular,375.0,505.7790926537316,487.762126259451,0.7754
92,7,opening_programme,True,130.0,500.0,44.0,6.6332495807108,1.01,9.23076923076923,300,0.0,1.0,Rectangular,paralllel_long,Rectangular,474.0,609.5412438207607,501.872750558244,0.8332
93,7,opening_programme,True,130.0,500.0,39.0,6.244997998398398,1.05,9.23076923076923,300,0.0,2.0,Rectangular,paralllel_long,Rectangular,411.0,472.5939705275979,390.6063463176502,0.6664
94,1,opening_programme,False,110.0,150.0,39.8,6.308724118235001,1.58,8.181818181818182,0,1000.0,0.0,0,0,Square,247.0,238.16695291160775,312.1606248698078,1.0
95,1,opening_programme,True,110.0,150.0,46.0,6.782329983125268,1.23,8.181818181818182,150,0.0,1.0,Square,paralllel,Square,221.0,192.0348911422089,226.02005667791943,0.75
96,1,opening_programme,True,110.0,150.0,46.3,6.8044103344816,1.26,8.181818181818182,150,90.0,1.0,Square,paralllel,Square,250.0,227.69851970693043,264.07948533069185,0.8674000000000001
97,1,opening_programme,True,110.0,150.0,45.9,6.774953874381729,1.23,8.181818181818182,150,180.0,1.0,Square,paralllel,Square,231.0,236.9691063537331,274.80671257220604,0.91255
98,1,opening_programme,True,110.0,150.0,41.2,6.418722614352485,1.49,8.181818181818182,150,270.0,1.0,Square,paralllel,Square,273.0,229.16166098079407,289.6299688494472,0.9353
99,8,opening_programme,False,230.0,200.0,41.02,6.404685784642366,1.57,5.434782608695652,0,1000.0,0.0,0,,Square,1051.0,836.1189198134916,1183.432820958386,1.0
100,8,opening_programme,False,230.0,200.0,33.41,5.78013840664737,1.57,5.434782608695652,0,1000.0,0.0,0,,Square,950.0,754.5855087110009,1105.190685976064,1.0
101,8,opening_programme,True,230.0,200.0,43.26,6.577233460962139,1.57,5.434782608695652,300,0.0,2.0,Rectangular,Parallel,Square,831.0,357.7972355981643,524.9016748378268,0.4357499999999999
102,8,opening_programme,True,230.0,200.0,32.89,5.734980383575867,1.57,5.434782608695652,300,0.0,2.0,Rectangular,Parallel,Square,751.0,311.9792143052465,479.07526072818166,0.4357499999999999
103,8,opening_programme,True,230.0,200.0,32.4,5.692099788303083,1.57,5.434782608695652,300,200.0,2.0,Rectangular,Parallel,Square,777.0,557.3191823725433,775.6032667432133,0.709
104,8,opening_programme,True,230.0,200.0,35.69,5.974110812497538,1.57,5.434782608695652,300,200.0,2.0,Rectangular,Parallel,Square,801.0,584.9311637624465,801.0140654839715,0.709
105,8,opening_programme,True,230.0,200.0,31.15,5.58121850495033,1.57,5.434782608695652,300,400.0,2.0,Rectangular,Parallel,Square,751.0,619.3243763766174,884.4793237713579,0.8192
106,8,opening_programme,True,230.0,200.0,31.05,5.572252686302013,1.57,5.434782608695652,300,400.0,2.0,Rectangular,Parallel,Square,739.0,618.329477137652,883.53183582193,0.8192
107,9,opening_programme,False,126.0,120.0,28.0,5.291502622129181,1.14,9.126984126984128,0,1000.0,0.0,0,0,Square,362.0,216.50034816368128,296.8950213697178,1.0
108,9,opening_programme,True,125.0,120.0,28.0,5.291502622129181,1.15,9.2,120,0.0,1.0,Square,Parallel,Square,276.0,160.43174512467914,220.1987919195004,0.75
109,9,opening_programme,True,127.0,120.0,28.0,5.291502622129181,1.13,9.05511811023622,240,0.0,1.0,Rectangular,Parallel,Square,274.0,136.9410452466955,193.74322198081865,0.6454
110,9,opening_programme,True,127.0,120.0,28.0,5.291502622129181,1.13,9.05511811023622,360,0.0,1.0,Rectangular,Parallel,Square,310.0,127.804338707836,180.05451587247444,0.5997999999999999
111,9,opening_programme,True,126.0,120.0,28.0,5.291502622129181,1.14,9.126984126984128,480,0.0,1.0,Rectangular,Parallel,Square,270.0,121.78144584207072,170.84824004720417,0.57545
112,9,opening_programme,False,128.0,360.0,31.0,5.5677643628300215,1.13,8.984375,0,1000.0,0.0,0,0,Rectangular,453.0,459.0759797709551,459.6332086400645,1.0
113,9,opening_programme,True,126.0,360.0,31.0,5.5677643628300215,1.14,9.126984126984128,120,0.0,1.0,Square,Parallel,Rectangular,427.0,412.5616201071487,407.1746544229771,0.90475
114,9,opening_programme,True,125.0,360.0,31.0,5.5677643628300215,1.15,9.2,120,0.0,2.0,Square,Parallel,Rectangular,365.0,371.3299899691028,361.0086174531448,0.8096
115,9,opening_programme,True,125.0,360.0,31.0,5.5677643628300215,1.15,9.2,240,0.0,1.0,Rectangular,Parallel,Rectangular,422.0,371.2854339347892,363.9293269940515,0.81615
116,9,opening_programme,True,127.0,360.0,31.0,5.5677643628300215,1.13,9.05511811023622,240,0.0,2.0,Rectangular,Parallel,Rectangular,427.0,303.0070753695623,287.16691527963934,0.6323
117,9,opening_programme,False,128.0,600.0,28.0,5.291502622129181,1.13,8.984375,0,1000.0,0.0,0,0,Rectangular,532.0,615.2380146964847,584.2149806252484,1.0
118,9,opening_programme,True,131.0,600.0,28.0,5.291502622129181,1.1,8.778625954198473,120,0.0,1.0,Square,Parallel,Rectangular,528.0,621.1195346771887,564.9149919274173,0.94445
119,9,opening_programme,True,129.0,600.0,28.0,5.291502622129181,1.12,8.914728682170542,120,0.0,2.0,Square,Parallel,Rectangular,534.0,589.7222070248876,523.5121179196952,0.889
120,9,opening_programme,True,130.0,600.0,28.0,5.291502622129181,1.11,8.846153846153847,240,0.0,1.0,Rectangular,Parallel,Rectangular,460.0,596.5703554219904,527.6096373719234,0.88895
121,9,opening_programme,True,130.0,600.0,28.0,5.291502622129181,1.11,8.846153846153847,240,0.0,2.0,Rectangular,Parallel,Rectangular,480.0,530.2847603751027,461.6992372030139,0.7779
122,10,opening_programme,False,130.0,200.0,36.01,6.000833275470999,1.81,8.461538461538462,0,1000.0,0.0,0,0,Square,423.0,339.81518672337177,458.3535971980779,1.0
123,10,opening_programme,True,130.0,200.0,33.87,5.819793810780585,1.7,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Square,394.0,205.97705244805184,283.362852685286,0.6443
124,10,opening_programme,True,130.0,200.0,34.14,5.842944463196617,1.69,8.461538461538462,400,0.0,1.0,Rectangular,diagonal,Square,373.0,264.69940724951846,356.1279227790394,0.8091999999999999
125,10,opening_programme,True,130.0,200.0,38.63,6.215303693304134,1.74,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Square,207.0,219.97513596526656,298.36384516552454,0.6443
126,10,opening_programme,False,130.0,600.0,35.82,5.984981202978001,1.71,8.461538461538462,0,1000.0,0.0,0,0,Rectangular,568.0,712.9405368686644,744.130226907218,1.0
127,10,opening_programme,True,130.0,600.0,36.29,6.024118192731613,1.67,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,443.0,628.8325438313276,606.1369045720843,0.81745
128,10,opening_programme,True,130.0,600.0,36.62,6.051446108162907,1.61,8.461538461538462,400,0.0,1.0,Rectangular,diagonal,Rectangular,467.0,649.7268415283976,638.4735305888655,0.869
129,10,opening_programme,True,130.0,600.0,36.94,6.077828559609098,1.7,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,484.0,634.4391447566602,613.3638616238887,0.81745
130,10,opening_programme,True,130.0,600.0,43.03,6.55972560401729,1.69,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,340.0,684.7423650131327,644.1034082733287,0.81745
131,10,opening_programme,True,130.0,600.0,43.09,6.564297372910524,1.64,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,512.0,685.2195928780192,637.9838636624763,0.81745
132,10,opening_programme,False,130.0,600.0,32.98,5.742821606144491,1.67,8.461538461538462,0,1000.0,0.0,0,0,Rectangular,508.0,684.0940982385017,718.2309067458334,1.0
133,10,opening_programme,True,130.0,600.0,33.09,5.7523908073078625,1.6,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,428.0,600.4680566918126,579.4400330152868,0.81745
134,10,opening_programme,True,130.0,600.0,33.21,5.762811813689564,1.65,8.461538461538462,400,0.0,1.0,Rectangular,diagonal,Rectangular,383.0,618.7369846986433,623.0828033831195,0.869
135,10,opening_programme,True,130.0,600.0,37.53,6.126173356998641,1.61,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,420.0,639.4856562876187,605.5328760264581,0.81745
136,10,opening_programme,False,130.0,600.0,39.71,6.30158710167526,1.65,8.461538461538462,0,1000.0,0.0,0,0,Rectangular,455.0,750.6551380909196,761.0321299380524,1.0
137,10,opening_programme,True,130.0,600.0,39.8,6.308724118235001,1.67,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,511.0,658.5413679941236,625.0807070699492,0.81745
138,10,opening_programme,True,130.0,600.0,35.65,5.9707620954112715,1.67,8.461538461538462,400,0.0,1.0,Rectangular,Parallel,Rectangular,488.0,623.262923625777,602.552531575856,0.81745
139,11,opening_programme,False,130.0,1000.0,40.15,6.336402764976355,1.76,10.38461538461538,0,1000.0,0.0,0,0,Rectangular,649.0,973.585750277511,1090.0174209122413,1.0
140,11,opening_programme,True,130.0,1000.0,37.89,6.155485358604957,1.67,10.38461538461538,400,0.0,1.0,Rectangular,Parallel,Rectangular,529.0,885.7462740900181,937.2625507151728,0.8921
141,11,opening_programme,True,130.0,1000.0,35.97,5.99749947894954,1.66,10.38461538461538,400,0.0,1.0,Rectangular,Parallel,Rectangular,612.0,863.0128264232148,919.3137330926304,0.8921
142,12,opening_programme,False,50.0,150.0,35.69,5.974110812497538,0.525,10.0,0,1000.0,0.0,0,0,Square,101.65,78.85826272496752,58.72442764817412,1.0
143,12,opening_programme,True,50.0,150.0,37.1,6.0909769331364245,0.525,10.0,100,0.0,1.0,Square,Parallel,Square,90.76,66.9980662346501,48.55691733516083,0.8162499999999999
144,12,opening_programme,True,50.0,150.0,34.13,5.842088667591412,0.525,10.0,150,0.0,1.0,Square,Parallel,Square,79.87,57.83667780915498,43.39203013838037,0.75
145,12,opening_programme,True,50.0,150.0,32.83,5.729746940310715,0.525,10.0,225,0.0,1.0,Square,Parallel,Square,68.98,50.42429416338803,39.05028821597515,0.6837500000000001
146,12,opening_programme,True,50.0,150.0,36.27,6.022457969965419,0.525,10.0,150,0.0,1.0,Square,diagonal,Square,90.76,66.24438778811283,49.88950223121368,0.845
147,12,opening_programme,True,50.0,150.0,36.5,6.041522986797286,0.525,10.0,150,70.0,1.0,Square,Parallel,Square,88.94,69.43667365277804,50.49764097409043,0.8534999999999999
148,13,opening_programme,False,150.0,300.0,44.17,6.646051459325304,0.5,5.0,0,1000.0,0.0,0,0,Square,495.0,592.1631850258847,467.38540268671176,1.0
149,13,opening_programme,True,150.0,300.0,32.24,5.678027826631356,0.5,5.0,300,0.0,1.0,Rectangular,Parallel,Square,373.8,379.4342095146404,315.6159571363248,0.75
150,14,opening_programme,False,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,0,1000.0,0.0,0,0,Square,57.73,56.92535467715594,65.52003168117649,1.0
151,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,70,80.0,2.0,Square,Parallel,Square,49.09,49.26320193761076,55.12200265337379,0.8413
152,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,70,80.0,2.0,Circular,Parallel,Square,51.1,50.7432611592168,57.14001962915403,0.8721
153,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,140,80.0,2.0,Rectangular,Parallel,Square,44.71,41.60104919806557,45.33986192337414,0.692
154,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,70,320.0,2.0,Square,Parallel,Square,57.04,54.23847793639418,61.87056591653497,0.9443
155,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,70,320.0,2.0,Circular,Parallel,Square,56.92,54.45479428416738,62.17195806226839,0.9489
156,14,opening_programme,True,60.0,100.0,20.18,4.49221548904324,0.9,8.333333333333334,140,320.0,2.0,Rectangular,Parallel,Square,55.5,51.540216124697,58.21454814872532,0.8885
157,14,opening_programme,False,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,0,1000.0,0.0,0,0,Square,70.15,69.07111871571215,74.53631686170891,1.0
158,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,70,80.0,4.0,Square,Parallel,Square,45.84,50.47717355744244,50.87848988980251,0.6826
159,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,70,80.0,4.0,Circular,Parallel,Square,49.06,54.06887173065946,55.469927008483786,0.7442000000000001
160,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,140,80.0,4.0,Rectangular,Parallel,Square,38.89,31.88322839917273,28.621945674896224,0.384
161,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,70,320.0,4.0,Square,Parallel,Square,67.61,62.550805108948914,66.23297116331455,0.8886000000000001
162,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,70,320.0,4.0,Circular,Parallel,Square,66.34,63.07574561118833,66.91870527844227,0.8978
163,14,opening_programme,True,60.0,100.0,29.71,5.450688029964658,0.9,8.333333333333334,140,320.0,4.0,Rectangular,Parallel,Square,63.85,56.00286305469941,57.91471820154784,0.777
164,0,opening_programme,False,210.0,300.0,26.6,5.157518783291051,0.64,4.761904761904762,0,1000.0,0.0,0,0,Square,760.0,729.1287454314225,737.6013894597111,1.0
165,0,opening_programme,False,210.0,300.0,25.5,5.049752469181039,0.64,4.761904761904762,0,1000.0,0.0,0,0,Square,480.0,713.8936060730618,727.2904876789112,1.0
