row_in_workbook,source,has_opening,d_mm,c_mm,fc_MPa,sqrt_fc,rho_percent,a_over_d,Dop_mm,Sop_mm,Vu_kN,subset,Vu_ACI318_kN,Vu_EC2_kN,Vu_ElShafiey_kN,Vu_Koroglu_kN
294,solid-slab database [30],0,300.0,200.0,37.43,6.118,0.75,2.625,0,1000.0,1381.0,train,1211.37,1362.37,,
295,solid-slab database [30],0,124.0,254.0,28.1,5.3009,1.54,7.1694,0,1000.0,464.0,train,327.97,403.44,,
296,solid-slab database [30],0,201.0,188.5,20.1,4.4833,0.57,2.8856,0,1000.0,547.0,train,463.31,534.36,,
297,solid-slab database [30],0,172.0,137.44,34.2,5.8481,0.58,1.8169,0,1000.0,668.0,train,410.86,454.44,,
298,solid-slab database [30],0,114.0,356.0,20.83,4.564,2.49,6.2368,0,1000.0,436.0,train,322.79,437.2,,
299,solid-slab database [30],0,125.0,150.0,64.6,8.0374,0.64,5.4,0,1000.0,365.0,train,364.7,337.78,,
300,solid-slab database [30],0,75.0,150.0,23.7,4.8683,1.5,3.0,0,1000.0,227.0,train,108.44,136.94,,
301,solid-slab database [30],0,275.0,200.0,89.68,9.47,2.55,4.1818,0,1000.0,2400.0,train,1632.86,2386.84,,
302,solid-slab database [30],0,80.0,330.5,14.2,3.7683,1.34,7.9375,0,1000.0,245.0,train,163.35,178.94,,
303,solid-slab database [30],0,82.0,173.57,15.9,3.9875,0.89,5.1585,0,1000.0,245.0,test,110.31,123.15,,
304,solid-slab database [30],0,170.0,164.93,22.14,4.7053,0.49,4.3235,0,1000.0,480.0,train,353.64,378.8,,
305,solid-slab database [30],0,60.5,152.0,18.23,4.2697,1.89,5.8843,0,1000.0,136.0,test,72.46,96.97,,
306,solid-slab database [30],0,127.0,225.0,35.34,5.9447,1.03,7.5236,0,1000.0,301.0,train,350.8,378.19,,
307,solid-slab database [30],0,120.0,150.0,76.0,8.7178,2.36,5.625,0,1000.0,645.0,test,372.84,513.56,,
308,solid-slab database [30],0,35.0,100.0,35.33,5.9439,0.69,7.7143,0,1000.0,38.0,train,37.07,30.68,,
309,solid-slab database [30],0,109.0,177.5,39.6,6.2929,1.31,4.4679,0,1000.0,362.0,train,259.4,304.36,,
310,solid-slab database [30],0,53.5,100.0,28.3,5.3198,1.42,5.0467,0,1000.0,63.0,test,57.67,70.74,,
311,solid-slab database [30],0,53.5,100.0,26.1,5.1088,1.96,5.0467,0,1000.0,126.0,test,55.38,76.67,,
312,solid-slab database [30],0,125.0,318.87,31.07,5.574,1.13,5.456,0,1000.0,799.0,train,408.24,419.4,,
313,solid-slab database [30],0,120.0,250.0,34.96,5.9127,0.84,5.9167,0,1000.0,365.0,train,346.53,334.26,,
314,solid-slab database [30],0,105.7,200.0,33.82,5.8155,0.63,10.596,0,1000.0,264.0,train,248.05,224.51,,
315,solid-slab database [30],0,80.0,160.0,29.32,5.4148,1.31,10.4375,0,1000.0,262.0,train,137.23,159.88,,
316,solid-slab database [30],0,114.0,254.0,41.72,6.4591,2.02,6.6842,0,1000.0,505.0,train,357.68,440.57,,
317,solid-slab database [30],0,75.0,200.0,33.45,5.7836,0.75,1.0,0,1000.0,284.0,train,157.46,137.73,,
318,solid-slab database [30],0,118.0,86.39,30.38,5.5118,0.8,5.8898,0,1000.0,265.0,train,175.47,224.98,,
319,solid-slab database [30],0,64.0,62.83,31.2,5.5857,0.98,6.4062,0,1000.0,117.0,train,59.85,76.05,,
320,solid-slab database [30],0,93.0,117.81,39.98,6.323,1.52,6.5591,0,1000.0,248.0,train,163.63,215.86,,
321,solid-slab database [30],0,76.2,80.11,21.48,4.6347,2.0,3.832,0,1000.0,136.0,train,72.87,122.78,,
322,solid-slab database [30],0,100.0,130.0,34.7,5.8907,0.75,6.25,0,1000.0,243.0,train,178.84,189.54,,
323,solid-slab database [30],0,114.3,254.0,20.96,4.5782,1.53,6.6754,0,1000.0,356.0,train,254.4,320.59,,
324,solid-slab database [30],0,82.0,173.57,9.3,3.0496,1.2,5.1585,0,1000.0,181.0,train,84.36,113.78,,
325,solid-slab database [30],0,118.0,133.52,30.15,5.4909,0.8,5.6356,0,1000.0,280.0,test,215.12,247.55,,
326,solid-slab database [30],0,124.7,200.0,24.7,4.9699,0.73,8.9816,0,1000.0,258.0,train,265.63,278.64,,
327,solid-slab database [30],0,210.0,260.0,27.7,5.2631,1.5,5.9524,0,1000.0,1024.0,train,685.69,951.71,,
328,solid-slab database [30],0,118.0,42.41,32.17,5.6719,0.8,6.1271,0,1000.0,170.0,train,141.71,207.25,,
329,solid-slab database [30],0,119.0,235.62,27.68,5.2612,2.29,5.9244,0,1000.0,540.0,train,293.07,416.42,,
330,solid-slab database [30],0,124.0,203.0,17.86,4.2261,1.0,4.7056,0,1000.0,242.0,test,226.2,276.57,,
331,solid-slab database [30],0,125.0,235.62,24.52,4.9518,0.53,5.64,0,1000.0,258.0,train,294.64,265.9,,
332,solid-slab database [30],0,98.0,98.17,24.98,4.998,0.4,5.4286,0,1000.0,145.0,train,126.83,123.42,,
333,solid-slab database [30],0,83.0,80.11,37.99,6.1636,1.75,6.7289,0,1000.0,139.0,train,110.15,165.04,,
334,solid-slab database [30],0,93.0,117.81,11.18,3.3437,1.52,6.5591,0,1000.0,154.0,test,86.53,141.16,,
335,solid-slab database [30],0,51.0,152.0,11.11,3.3332,1.67,7.4706,0,1000.0,113.0,train,45.55,60.7,,
336,solid-slab database [30],0,123.0,225.0,63.74,7.9837,1.94,7.7683,0,1000.0,485.0,train,451.09,539.52,,
337,solid-slab database [30],0,40.5,100.0,31.5,5.6125,0.42,6.6667,0,1000.0,36.0,train,42.16,31.34,,
338,solid-slab database [30],0,40.5,100.0,27.82,5.2745,1.29,6.6667,0,1000.0,71.0,test,39.62,43.71,,
339,solid-slab database [30],0,80.0,160.0,26.55,5.1527,1.31,10.4375,0,1000.0,248.0,train,130.59,154.67,,
340,solid-slab database [30],0,100.0,150.0,38.02,6.166,0.56,7.7,0,1000.0,222.0,test,203.48,185.25,,
341,solid-slab database [30],0,119.0,203.0,27.74,5.2669,1.5,4.9034,0,1000.0,335.0,train,266.4,342.53,,
342,solid-slab database [30],0,127.0,40.06,24.89,4.989,0.75,5.7992,0,1000.0,151.0,test,139.72,212.99,,
343,solid-slab database [30],0,114.0,203.0,31.16,5.5821,1.1,5.1184,0,1000.0,377.0,train,266.28,299.23,,
344,solid-slab database [30],0,38.1,119.38,13.15,3.6263,2.06,3.0052,0,1000.0,49.0,train,28.72,39.39,,
345,solid-slab database [30],0,100.0,200.0,19.0,4.3589,1.09,5.0,0,1000.0,202.0,train,172.61,203.32,,
346,solid-slab database [30],0,111.0,203.0,19.38,4.4023,1.01,7.3243,0,1000.0,266.0,test,202.54,237.66,,
347,solid-slab database [30],0,174.0,706.07,22.89,4.7843,1.16,3.9397,0,1000.0,1111.0,test,967.08,936.4,,
348,solid-slab database [30],0,40.5,100.0,28.05,5.2962,0.8,6.6667,0,1000.0,55.0,train,39.78,37.38,,
349,solid-slab database [30],0,275.0,200.0,83.49,9.1373,1.49,4.1818,0,1000.0,2250.0,train,1575.5,1948.43,,
350,solid-slab database [30],0,70.0,150.0,70.0,8.3666,0.95,8.5714,0,1000.0,196.0,train,170.08,151.07,,
351,solid-slab database [30],0,70.0,150.0,64.6,8.0374,2.02,9.6429,0,1000.0,267.0,train,163.38,189.13,,
352,solid-slab database [30],0,199.0,196.35,21.45,4.6314,0.8,5.3467,0,1000.0,600.0,train,480.97,607.22,,
353,solid-slab database [30],0,77.0,200.0,21.98,4.6883,1.2,10.5844,0,1000.0,176.0,train,132.0,145.85,,
354,solid-slab database [30],0,60.0,78.54,24.75,4.9749,1.06,3.825,0,1000.0,94.0,train,54.59,68.56,,
355,solid-slab database [30],0,90.0,117.81,31.82,5.6409,0.58,4.1667,0,1000.0,240.0,train,139.26,137.19,,
356,solid-slab database [30],0,75.0,100.0,36.08,6.0067,1.5,1.6667,0,1000.0,182.0,train,104.07,137.11,,
357,solid-slab database [30],0,114.0,254.0,21.48,4.6347,3.73,6.6842,0,1000.0,445.0,train,256.65,433.21,,
358,solid-slab database [30],0,127.0,199.49,24.89,4.989,0.75,5.0,0,1000.0,216.0,train,273.06,290.34,,
359,solid-slab database [30],0,75.0,100.0,11.55,3.3985,1.5,1.6667,0,1000.0,109.0,train,58.88,93.79,,
360,solid-slab database [30],0,120.0,235.62,27.68,5.2612,2.27,5.875,0,1000.0,491.0,train,296.36,420.85,,
361,solid-slab database [30],0,95.0,117.81,35.48,5.9565,0.83,6.4211,0,1000.0,214.0,test,158.96,175.85,,
362,solid-slab database [30],0,106.0,300.0,49.68,7.0484,0.52,9.3396,0,1000.0,395.0,train,400.4,285.63,,
363,solid-slab database [30],0,117.0,304.5,24.61,4.9608,0.86,7.1667,0,1000.0,320.0,test,322.93,313.21,,
364,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,198.0,train,206.06,251.48,,
365,solid-slab database [30],0,98.0,117.81,78.97,8.8865,1.27,6.2347,0,1000.0,405.0,train,248.09,279.1,,
366,solid-slab database [30],0,46.0,102.0,25.71,5.0705,0.74,5.3152,0,1000.0,61.0,test,45.57,43.59,,
367,solid-slab database [30],0,55.0,78.54,38.95,6.241,0.35,3.6364,0,1000.0,60.0,train,60.51,47.55,,
368,solid-slab database [30],0,100.0,200.0,20.52,4.5299,0.73,5.0,0,1000.0,188.0,train,179.38,182.51,,
369,solid-slab database [30],0,38.1,40.06,13.15,3.6263,2.06,2.336,0,1000.0,35.0,train,14.25,26.32,,
370,solid-slab database [30],0,125.0,225.0,28.5,5.3385,1.91,7.644,0,1000.0,349.0,train,308.3,421.38,,
371,solid-slab database [30],0,177.0,157.87,22.89,4.7843,0.64,4.4322,0,1000.0,478.0,test,374.32,445.25,,
372,solid-slab database [30],0,82.0,201.0,8.73,2.9547,0.89,5.2805,0,1000.0,162.0,test,90.51,107.26,,
373,solid-slab database [30],0,107.0,450.0,28.24,5.3141,1.06,11.9159,0,1000.0,301.0,test,418.07,376.1,,
374,solid-slab database [30],0,127.0,279.6,24.89,4.989,0.75,4.5984,0,1000.0,243.0,train,340.06,329.2,,
375,solid-slab database [30],0,107.0,100.0,23.02,4.7979,1.06,13.5514,0,1000.0,196.0,train,140.28,194.92,,
376,solid-slab database [30],0,100.0,200.0,60.52,7.7795,2.26,5.0,0,1000.0,405.0,train,308.07,381.47,,
377,solid-slab database [30],0,120.0,150.0,70.3,8.3845,1.68,5.625,0,1000.0,543.0,train,358.59,446.79,,
378,solid-slab database [30],0,127.0,279.6,24.89,4.989,0.75,4.5984,0,1000.0,249.0,test,340.06,329.2,,
379,solid-slab database [30],0,100.0,200.0,37.43,6.118,0.97,2.625,0,1000.0,330.0,train,242.27,245.16,,
380,solid-slab database [30],0,127.0,199.49,24.89,4.989,0.75,5.0,0,1000.0,220.0,train,273.06,290.34,,
381,solid-slab database [30],0,128.0,125.66,31.2,5.5857,0.98,6.4062,0,1000.0,390.0,train,239.39,304.2,,
382,solid-slab database [30],0,95.0,117.81,8.93,2.9883,0.83,6.4211,0,1000.0,123.0,train,79.75,111.03,,
383,solid-slab database [30],0,109.0,180.0,53.36,7.3048,0.5,9.0826,0,1000.0,246.0,train,303.74,245.03,,
384,solid-slab database [30],0,98.0,117.81,56.62,7.5246,1.27,6.2347,0,1000.0,319.0,train,210.07,249.81,,
385,solid-slab database [30],0,40.5,100.0,28.05,5.2962,0.52,6.6667,0,1000.0,44.0,train,39.78,32.38,,
386,solid-slab database [30],0,114.0,254.0,12.84,3.5833,3.02,6.6842,0,1000.0,329.0,test,198.43,340.13,,
387,solid-slab database [30],0,75.0,200.0,36.08,6.0067,1.5,1.0,0,1000.0,421.0,train,163.53,177.96,,
388,solid-slab database [30],0,38.1,80.11,13.15,3.6263,2.06,0.9974,0,1000.0,78.0,train,21.56,32.92,,
389,solid-slab database [30],0,171.0,235.62,25.75,5.0744,1.18,6.7251,0,1000.0,626.0,train,465.74,593.83,,
390,solid-slab database [30],0,114.3,254.0,23.26,4.8229,1.05,6.6754,0,1000.0,392.0,train,268.0,292.77,,
391,solid-slab database [30],0,150.0,200.0,37.43,6.118,0.9,2.6333,0,1000.0,583.0,test,423.98,468.26,,
392,solid-slab database [30],0,118.0,102.0,33.98,5.8292,0.8,5.9237,0,1000.0,285.0,train,199.75,241.51,,
393,solid-slab database [30],0,80.0,235.62,15.62,3.9522,2.02,8.125,0,1000.0,239.0,test,131.73,177.26,,
394,solid-slab database [30],0,106.0,109.96,11.54,3.3971,0.67,4.7642,0,1000.0,172.0,train,102.65,133.7,,
395,solid-slab database [30],0,79.0,200.0,26.4,5.1381,1.15,10.3165,0,1000.0,165.0,train,149.49,159.06,,
396,solid-slab database [30],0,118.0,254.0,34.97,5.9135,1.17,6.4576,0,1000.0,351.0,train,342.65,365.78,,
397,solid-slab database [30],0,118.0,356.0,24.82,4.982,1.17,6.0254,0,1000.0,400.0,train,367.82,379.55,,
398,solid-slab database [30],0,75.0,200.0,11.55,3.3985,1.5,1.0,0,1000.0,221.0,train,92.52,121.74,,
399,solid-slab database [30],0,107.0,109.96,11.54,3.3971,0.66,4.7196,0,1000.0,183.0,train,104.1,135.24,,
400,solid-slab database [30],0,100.0,98.17,26.77,5.174,0.8,5.32,0,1000.0,216.0,train,135.34,164.89,,
401,solid-slab database [30],0,92.0,200.0,19.48,4.4136,1.48,8.1522,0,1000.0,220.0,train,156.51,198.66,,
402,solid-slab database [30],0,210.0,260.0,28.5,5.3385,0.33,5.9524,0,1000.0,540.0,train,695.53,580.01,,
403,solid-slab database [30],0,260.0,350.0,28.89,5.3749,1.15,6.6346,0,1000.0,1046.0,train,1125.25,1318.06,,
404,solid-slab database [30],0,114.0,254.0,12.97,3.6014,2.49,6.6842,0,1000.0,334.0,test,199.43,320.01,,
405,solid-slab database [30],0,118.0,118.0,24.15,4.9143,0.84,6.6102,0,1000.0,275.0,train,180.65,226.48,,
406,solid-slab database [30],0,107.0,300.0,51.52,7.1777,0.51,9.2523,0,1000.0,404.0,test,412.61,291.4,,
407,solid-slab database [30],0,46.5,100.0,27.0,5.1962,1.29,5.8065,0,1000.0,90.0,test,46.72,53.81,,
408,solid-slab database [30],0,80.0,179.86,22.27,4.7191,0.98,4.8188,0,1000.0,245.0,train,129.5,138.81,,
409,solid-slab database [30],0,76.2,80.11,22.93,4.7885,2.0,6.6667,0,1000.0,129.0,test,75.29,125.49,,
410,solid-slab database [30],0,40.5,100.0,32.62,5.7114,1.03,6.6667,0,1000.0,66.0,train,42.9,42.76,,
411,solid-slab database [30],0,86.0,117.81,33.34,5.7741,1.79,4.3605,0,1000.0,313.0,train,133.59,187.77,,
412,solid-slab database [30],0,200.0,150.0,107.83,10.3841,2.62,5.125,0,1000.0,1550.0,train,959.49,1470.83,,
413,solid-slab database [30],0,114.0,254.0,27.05,5.201,2.49,6.6842,0,1000.0,400.0,train,288.01,408.86,,
414,solid-slab database [30],0,200.0,150.0,70.02,8.3678,1.75,5.125,0,1000.0,1200.0,train,773.18,1113.36,,
415,solid-slab database [30],0,114.3,254.0,21.48,4.6347,2.3,6.6754,0,1000.0,364.0,test,257.54,370.27,,
416,solid-slab database [30],0,114.0,203.0,36.38,6.0316,1.1,5.1184,0,1000.0,254.0,test,287.72,315.08,,
417,solid-slab database [30],0,95.0,117.81,21.75,4.6637,0.83,6.4211,0,1000.0,197.0,train,124.46,149.38,,
418,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,199.0,train,206.06,251.48,,
419,solid-slab database [30],0,117.0,117.81,26.18,5.1166,0.85,6.6667,0,1000.0,255.0,train,185.55,230.02,,
420,solid-slab database [30],0,127.0,279.6,24.89,4.989,0.75,4.5984,0,1000.0,239.0,train,340.06,329.2,,
421,solid-slab database [30],0,98.0,117.81,40.88,6.3937,1.27,6.2347,0,1000.0,297.0,train,178.5,224.1,,
422,solid-slab database [30],0,124.0,235.62,23.1,4.8062,1.1,5.6855,0,1000.0,408.0,test,282.91,328.19,,
423,solid-slab database [30],0,102.0,117.81,31.57,5.6187,1.03,5.9902,0,1000.0,227.0,test,166.29,205.46,,
424,solid-slab database [30],0,101.0,94.25,23.93,4.8918,0.53,2.8713,0,1000.0,180.0,train,127.34,139.59,,
425,solid-slab database [30],0,108.0,120.0,54.28,7.3675,0.51,9.1667,0,1000.0,322.0,train,239.47,216.08,,
426,solid-slab database [30],0,176.0,158.65,31.07,5.574,0.45,3.8864,0,1000.0,537.0,train,433.36,434.45,,
427,solid-slab database [30],0,40.5,100.0,27.82,5.2745,1.16,6.6667,0,1000.0,71.0,test,39.62,42.19,,
428,solid-slab database [30],0,122.0,235.62,23.02,4.7979,1.09,5.7787,0,1000.0,332.0,test,276.32,318.31,,
429,solid-slab database [30],0,197.0,196.35,22.65,4.7592,0.35,5.401,0,1000.0,444.0,train,486.8,461.14,,
430,solid-slab database [30],0,100.0,150.0,34.95,5.9119,0.56,7.7,0,1000.0,198.0,train,195.09,180.13,,
431,solid-slab database [30],0,119.0,203.0,15.2,3.8987,1.2,4.9034,0,1000.0,292.0,test,197.2,260.2,,
432,solid-slab database [30],0,121.0,203.0,13.49,3.6729,1.9,4.8223,0,1000.0,301.0,train,190.07,299.57,,
433,solid-slab database [30],0,108.0,240.0,51.52,7.1777,0.51,9.1667,0,1000.0,241.0,train,356.09,267.83,,
434,solid-slab database [30],0,473.0,300.0,13.05,3.6125,0.6,1.2685,0,1000.0,1659.0,train,1743.49,1993.15,,
435,solid-slab database [30],0,100.0,100.0,34.37,5.8626,0.56,7.95,0,1000.0,150.0,test,154.77,159.83,,
436,solid-slab database [30],0,95.0,150.0,70.3,8.3845,1.2,7.1053,0,1000.0,356.0,train,257.6,269.06,,
437,solid-slab database [30],0,114.3,305.0,19.78,4.4475,1.52,6.4523,0,1000.0,433.0,test,281.36,339.88,,
438,solid-slab database [30],0,114.0,356.0,26.39,5.1371,2.49,6.2368,0,1000.0,534.0,train,363.33,473.08,,
439,solid-slab database [30],0,170.0,315.73,31.07,5.574,0.67,4.0235,0,1000.0,686.0,train,607.56,572.27,,
440,solid-slab database [30],0,122.0,117.81,27.0,5.1962,1.63,6.3934,0,1000.0,332.0,test,200.67,310.8,,
441,solid-slab database [30],0,121.0,203.0,30.88,5.557,1.9,4.8223,0,1000.0,422.0,test,287.57,394.81,,
442,solid-slab database [30],0,88.0,117.81,33.34,5.7741,1.29,4.2614,0,1000.0,294.0,train,138.04,175.05,,
443,solid-slab database [30],0,110.0,109.96,11.54,3.3971,0.64,4.5909,0,1000.0,177.0,test,108.5,140.52,,
444,solid-slab database [30],0,500.0,300.0,37.43,6.118,0.76,1.475,0,1000.0,2681.0,train,3230.31,3356.2,,
445,solid-slab database [30],0,124.7,200.0,33.53,5.7905,0.54,8.9816,0,1000.0,282.0,test,309.48,279.03,,
446,solid-slab database [30],0,107.0,100.0,37.74,6.1433,1.06,13.5514,0,1000.0,184.0,train,179.61,229.84,,
447,solid-slab database [30],0,60.0,100.0,37.05,6.0869,1.95,7.5,0,1000.0,170.0,train,77.13,103.82,,
448,solid-slab database [30],0,118.0,254.0,27.57,5.2507,1.17,6.4576,0,1000.0,356.0,train,304.24,337.91,,
449,solid-slab database [30],0,190.0,300.0,32.2,5.6745,1.35,7.1053,0,1000.0,825.0,train,697.35,862.83,,
450,solid-slab database [30],0,107.0,250.0,32.15,5.6701,1.06,12.8505,0,1000.0,257.0,test,285.9,292.81,,
451,solid-slab database [30],0,90.0,150.0,62.7,7.9183,2.38,7.5,0,1000.0,418.0,train,225.77,297.47,,
452,solid-slab database [30],0,83.0,80.11,37.99,6.1636,1.75,1.8313,0,1000.0,204.0,train,110.15,165.04,,
453,solid-slab database [30],0,40.5,100.0,32.62,5.7114,0.82,6.6667,0,1000.0,56.0,train,42.9,39.63,,
454,solid-slab database [30],0,128.0,125.66,32.17,5.6719,0.98,6.4062,0,1000.0,365.0,train,243.09,307.32,,
455,solid-slab database [30],0,125.0,508.0,33.67,5.8026,1.52,7.112,0,1000.0,579.0,train,606.05,601.93,,
456,solid-slab database [30],0,117.0,203.0,30.59,5.5308,1.9,4.9872,0,1000.0,531.0,train,273.34,372.36,,
457,solid-slab database [30],0,80.0,78.54,37.5,6.1237,1.8,5.975,0,1000.0,183.0,test,102.52,154.72,,
458,solid-slab database [30],0,172.0,313.37,31.07,5.574,0.66,3.9855,0,1000.0,696.0,train,614.25,578.77,,
459,solid-slab database [30],0,46.5,100.0,27.0,5.1962,0.69,5.8065,0,1000.0,66.0,test,46.72,43.68,,
460,solid-slab database [30],0,172.0,137.44,38.66,6.2177,0.58,1.1192,0,1000.0,789.0,train,436.83,473.39,,
461,solid-slab database [30],0,96.0,130.0,29.3,5.4129,1.46,6.5104,0,1000.0,236.0,test,155.02,208.66,,
462,solid-slab database [30],0,40.5,100.0,28.05,5.2962,1.11,6.6667,0,1000.0,67.0,train,39.78,41.69,,
463,solid-slab database [30],0,117.0,203.0,14.72,3.8367,1.5,4.9872,0,1000.0,339.0,train,189.61,269.68,,
464,solid-slab database [30],0,111.0,109.96,11.54,3.3971,0.64,4.5495,0,1000.0,198.0,train,109.98,142.78,,
465,solid-slab database [30],0,127.0,225.0,63.74,7.9837,1.03,7.5236,0,1000.0,443.0,train,471.11,460.35,,
466,solid-slab database [30],0,113.28,159.44,23.58,4.8559,2.13,2.1319,0,1000.0,357.0,train,198.02,310.15,,
467,solid-slab database [30],0,60.0,78.54,26.77,5.174,1.06,3.825,0,1000.0,104.0,train,56.77,70.37,,
468,solid-slab database [30],0,75.0,150.0,21.52,4.639,1.5,4.6667,0,1000.0,197.0,test,103.33,132.61,,
469,solid-slab database [30],0,114.0,254.0,35.56,5.9632,2.49,6.6842,0,1000.0,467.0,train,330.22,447.89,,
470,solid-slab database [30],0,200.0,196.35,84.67,9.2016,0.81,5.375,0,1000.0,965.0,train,962.83,972.17,,
471,solid-slab database [30],0,60.5,51.0,19.24,4.3863,1.89,6.719,0,1000.0,71.0,train,39.06,69.58,,
472,solid-slab database [30],0,100.0,200.0,70.3,8.3845,1.49,5.0,0,1000.0,331.0,train,332.03,349.01,,
473,solid-slab database [30],0,63.2,51.0,21.87,4.6765,0.89,6.432,0,1000.0,64.0,test,44.55,61.09,,
474,solid-slab database [30],0,53.5,100.0,30.38,5.5118,0.69,5.0467,0,1000.0,88.0,train,59.75,56.94,,
475,solid-slab database [30],0,95.0,150.0,66.5,8.1548,0.84,7.1053,0,1000.0,249.0,train,250.54,234.51,,
476,solid-slab database [30],0,46.0,102.0,27.92,5.2839,1.62,5.3152,0,1000.0,88.0,train,47.48,58.18,,
477,solid-slab database [30],0,200.0,196.35,87.02,9.3285,1.19,5.375,0,1000.0,1041.0,train,976.1,1115.31,,
478,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,200.0,train,206.06,251.48,,
479,solid-slab database [30],0,114.0,356.0,23.77,4.8754,3.73,6.2368,0,1000.0,498.0,train,344.82,522.75,,
480,solid-slab database [30],0,64.0,62.83,32.17,5.6719,0.98,6.4062,0,1000.0,105.0,train,60.77,76.83,,
481,solid-slab database [30],0,40.5,100.0,27.82,5.2745,1.45,6.6667,0,1000.0,79.0,train,39.62,45.45,,
482,solid-slab database [30],0,100.0,150.0,32.34,5.6868,0.37,7.7,0,1000.0,137.0,train,187.67,152.88,,
483,solid-slab database [30],0,80.77,119.38,23.75,4.8734,1.5,2.3585,0,1000.0,160.0,train,103.99,142.8,,
484,solid-slab database [30],0,121.67,159.44,23.58,4.8559,0.66,1.9849,0,1000.0,271.0,train,219.23,236.95,,
485,solid-slab database [30],0,107.0,240.0,55.2,7.4297,0.51,9.2523,0,1000.0,400.0,train,364.13,270.05,,
486,solid-slab database [30],0,128.0,235.62,24.3,4.9295,1.06,5.5078,0,1000.0,430.0,train,302.86,347.15,,
487,solid-slab database [30],0,114.3,254.0,24.1,4.9092,2.3,6.6754,0,1000.0,378.0,train,272.79,384.75,,
488,solid-slab database [30],0,160.0,200.0,28.2,5.3104,0.94,0.625,0,1000.0,1099.0,train,403.76,482.71,,
489,solid-slab database [30],0,75.0,100.0,27.64,5.2574,1.5,6.0,0,1000.0,180.0,train,91.08,125.45,,
490,solid-slab database [30],0,121.67,159.44,15.29,3.9102,0.66,1.9849,0,1000.0,230.0,train,176.54,205.09,,
491,solid-slab database [30],0,80.77,119.38,49.47,7.0335,1.5,2.3585,0,1000.0,243.0,test,150.09,182.37,,
492,solid-slab database [30],0,117.0,203.0,25.93,5.0922,1.9,4.9872,0,1000.0,292.0,train,251.66,352.4,,
493,solid-slab database [30],0,99.0,98.17,23.55,4.8528,0.4,5.3737,0,1000.0,148.0,test,125.04,123.2,,
494,solid-slab database [30],0,107.0,450.0,30.29,5.5036,1.06,11.9159,0,1000.0,397.0,train,432.97,384.99,,
495,solid-slab database [30],0,83.0,80.11,37.99,6.1636,1.75,3.0602,0,1000.0,149.0,train,110.15,165.04,,
496,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,202.0,train,206.06,251.48,,
497,solid-slab database [30],0,95.0,150.0,39.9,6.3166,1.49,7.1053,0,1000.0,320.0,train,194.07,239.44,,
498,solid-slab database [30],0,80.0,179.86,12.73,3.5679,1.34,7.9375,0,1000.0,152.0,test,97.91,127.87,,
499,solid-slab database [30],0,114.3,203.0,21.09,4.5924,1.05,6.8985,0,1000.0,343.0,train,219.85,259.8,,
500,solid-slab database [30],0,200.0,150.0,97.75,9.8869,2.62,5.125,0,1000.0,1450.0,train,913.55,1423.49,,
501,solid-slab database [30],0,35.0,100.0,35.33,5.9439,1.28,7.7143,0,1000.0,57.0,train,37.07,37.7,,
502,solid-slab database [30],0,91.0,200.0,21.18,4.6022,1.5,8.0604,0,1000.0,252.0,train,160.87,201.66,,
503,solid-slab database [30],0,40.5,100.0,28.8,5.3666,0.69,6.6667,0,1000.0,57.0,train,40.31,35.9,,
504,solid-slab database [30],0,125.0,508.0,33.93,5.8249,1.52,7.112,0,1000.0,580.0,train,608.39,603.48,,
505,solid-slab database [30],0,82.0,173.57,19.17,4.3784,1.33,8.4085,0,1000.0,240.0,train,121.12,149.85,,
506,solid-slab database [30],0,82.0,201.0,12.35,3.5143,0.89,5.2805,0,1000.0,215.0,train,107.65,120.4,,
507,solid-slab database [30],0,100.0,150.0,33.15,5.7576,0.56,7.7,0,1000.0,174.0,train,190.0,176.98,,
508,solid-slab database [30],0,106.0,180.0,53.36,7.3048,0.52,9.3396,0,1000.0,361.0,train,292.32,237.06,,
509,solid-slab database [30],0,60.5,102.0,19.1,4.3704,1.89,6.2975,0,1000.0,105.0,train,56.72,84.09,,
510,solid-slab database [30],0,70.0,150.0,71.25,8.441,1.52,9.6429,0,1000.0,258.0,train,171.59,177.73,,
511,solid-slab database [30],0,127.0,119.38,24.89,4.989,0.75,5.4016,0,1000.0,201.0,train,206.06,251.48,,
512,solid-slab database [30],0,124.0,250.0,33.3,5.7706,1.53,7.0565,0,1000.0,483.0,test,353.26,423.36,,
513,solid-slab database [30],0,124.0,203.0,13.3,3.6469,1.0,4.7056,0,1000.0,254.0,train,195.2,250.69,,
514,solid-slab database [30],0,114.0,254.0,26.52,5.1498,2.49,6.6842,0,1000.0,512.0,train,285.18,406.17,,
515,solid-slab database [30],0,63.2,152.0,15.53,3.9408,0.89,5.6329,0,1000.0,88.0,train,70.75,76.56,,
516,solid-slab database [30],0,114.0,254.0,25.21,5.021,3.73,6.6842,0,1000.0,534.0,train,278.04,456.96,,
517,solid-slab database [30],0,172.0,158.65,31.07,5.574,0.46,3.9767,0,1000.0,503.0,train,418.45,420.15,,
